student_id,semester,hostel_resident,internet_access,attendance_percentage,avg_assignment_score,lms_login_frequency,library_visits_per_month,disciplinary_actions,dropout,engagement_index,academic_risk_score,attendance_volatility,resource_utilization_score,composite_dropout_risk
S00277,4,1,1,88.07,52.53,30,2,0,0,56.8708,47.47,0.2223,0.5769,0.4466
S00278,7,1,0,83.68,98.67724972960518,55,5,2,0,75.7145,11.3228,0.1614,0.3923,0.2822
S00279,1,0,0,87.27,50.29,32,2,0,0,57.7372,49.71,0.2112,0.0769,0.5775
S00280,1,1,0,93.27,49.56,22,4,0,0,58.0512,50.44,0.2945,0.3538,0.5101
S00281,3,1,0,76.62,48.47,22,6,0,0,55.2373,51.53,0.0634,0.4308,0.5051
S00282,4,0,1,65.14,16.25,24,0,0,0,40.2933,83.75,0.0959,0.3,0.719
S00283,6,1,0,74.21,95.59741252452756,22,8,0,0,58.1195,4.4026,0.03,0.5077,0.2873
S00284,4,0,0,72.05,31.14,24,9,0,0,60.365,68.86,0.0,0.3462,0.5776
S00285,4,0,1,100.0,42.95,31,6,0,0,69.9283,57.05,0.3879,0.5308,0.4508
S00286,8,0,1,64.01,35.31,7,4,1,0,37.4489,69.69,0.1116,0.4538,0.6342
S00287,2,1,0,79.25,43.87,25,5,0,0,56.1459,56.13,0.0999,0.3923,0.5299
S00288,5,1,1,49.49,42.5,23,6,2,0,44.9785,67.5,0.3131,0.7308,0.5299
S00289,5,0,1,73.99,41.095,11,0,1,0,36.1214,63.905,0.0269,0.3,0.6542
S00290,4,1,1,67.69,29.88,13,4,0,0,42.4802,70.12,0.0605,0.6538,0.5683
S00291,7,0,1,82.14,99.81021899708992,21,3,0,0,51.0829,0.1898,0.14,0.4154,0.3181
S00292,3,0,1,82.53,55.21,29,0,1,0,50.2154,49.79,0.1455,0.3,0.5484
S00293,8,1,1,93.25,41.095,49,1,0,0,68.2909,58.905,0.2942,0.5385,0.462
S00294,3,1,1,72.05,64.42,23,5,0,0,52.0795,35.58,0.0,0.6923,0.387
S00295,5,1,0,71.01,56.86,23,6,2,0,53.5865,53.14,0.0144,0.4308,0.5173
S00296,5,1,1,57.83,38.48,17,3,0,0,38.986,61.52,0.1974,0.6154,0.5558
S00297,7,1,1,59.59,34.63,16,2,1,0,37.1737,70.37,0.1729,0.5769,0.6071
S00298,4,0,1,76.54,28.61,24,5,0,0,54.4687,71.39,0.0623,0.4923,0.5718
S00299,3,0,1,74.37,45.54,20,5,0,0,51.2278,54.46,0.0322,0.4923,0.5155
S00300,1,0,0,75.87,74.54,46,2,1,0,61.4823,30.46,0.053,0.0769,0.4874
S00301,3,1,1,63.97,51.61,26,0,1,0,41.0117,53.39,0.1121,0.5,0.545
S00302,7,1,1,93.56,45.42,27,4,0,0,61.1333,54.58,0.2985,0.6538,0.4409
S00303,1,1,0,72.05,29.1,22,7,0,0,55.3324,70.9,0.0,0.4692,0.5726
S00304,8,0,1,63.14,53.62,21,3,1,0,43.4829,51.38,0.1237,0.4154,0.5495
S00305,5,0,1,55.84,19.54,17,2,0,0,36.2669,80.46,0.225,0.3769,0.7007
S00306,2,1,1,68.87,40.17,20,1,1,0,41.3355,64.83,0.0441,0.5385,0.58
S00307,3,1,1,90.7,43.17,27,5,0,0,61.9123,56.83,0.2588,0.6923,0.4376
S00308,5,0,0,67.68,27.88,11,4,1,0,41.2897,77.12,0.0607,0.1538,0.7255
S00309,3,0,1,73.52,38.44,10,4,0,0,43.0325,61.56,0.0204,0.4538,0.5822
S00310,1,0,1,72.05,53.17,29,0,0,0,46.0234,46.83,0.0,0.3,0.5512
S00311,6,0,1,66.97,31.46,19,2,1,0,41.9053,73.54,0.0705,0.3769,0.6533
S00312,6,0,0,77.74,55.8,32,0,0,0,50.0791,44.2,0.079,0.0,0.6015
S00313,1,0,1,75.76,98.27284035913424,17,3,1,0,46.158,6.7272,0.0515,0.4154,0.3615
S00314,3,1,1,72.05,33.75,8,3,0,0,39.335,66.25,0.0,0.6154,0.5735
S00315,2,0,1,65.04,41.17,26,2,0,0,45.2859,58.83,0.0973,0.3769,0.5826
S00316,6,0,1,77.32,56.91,22,3,0,0,49.7481,43.09,0.0731,0.4154,0.4944
S00317,6,0,1,4.32680921947367,97.32714791992376,36,1,0,0,25.0097,2.6729,0.9399,0.3385,0.4385
S00318,6,1,1,91.22,97.18490945738942,22,3,0,0,55.3081,2.8151,0.2661,0.6154,0.2638
S00319,8,0,1,100.0,60.44,48,0,0,0,68.4746,39.56,0.3879,0.3,0.4436
S00320,7,0,1,79.28,50.71,31,1,0,0,52.0249,49.29,0.1003,0.3385,0.5304
S00321,3,0,1,65.8,48.96,23,2,0,0,43.8102,51.04,0.0867,0.3769,0.5566
S00322,1,1,1,71.04,29.42,28,3,0,0,50.7954,70.58,0.014,0.6154,0.5507
S00323,5,1,1,70.29,38.18,22,4,0,0,48.8592,61.82,0.0244,0.6538,0.5128
S00324,8,0,1,65.88,24.39,7,2,0,0,34.3507,75.61,0.0856,0.3769,0.688
S00325,8,0,0,77.74,56.57,27,0,1,0,47.1129,48.43,0.079,0.0,0.6288
S00326,2,0,1,78.44,67.15,40,2,0,0,58.951,32.85,0.0887,0.3769,0.4308
S00327,2,1,1,54.39,10.26,0,0,1,0,21.756,94.74,0.2451,0.5,0.7778
S00328,1,1,1,88.32,57.34,32,3,0,0,60.0803,42.66,0.2258,0.6154,0.4065
S00329,2,0,1,44.45,51.14,0,5,1,0,27.3954,53.86,0.3831,0.4923,0.5965
S00330,5,0,1,68.66,40.11,21,6,0,0,51.4601,59.89,0.0471,0.5308,0.5267
S00331,5,1,0,72.05,49.93,29,10,0,0,65.2542,50.07,0.0,0.5846,0.4257
S00332,3,1,1,81.11,52.61,32,2,0,0,55.2732,47.39,0.1257,0.5769,0.4519
S00333,3,0,1,66.65,46.86,22,1,2,0,41.6339,63.14,0.0749,0.3385,0.6222
S00334,7,0,1,100.0,75.52,43,2,0,0,69.3546,24.48,0.3879,0.3769,0.361
S00335,4,0,1,65.4,41.095,29,1,0,0,45.2865,58.905,0.0923,0.3385,0.5925
S00336,7,1,1,41.97,11.91,10,4,0,1,30.4125,88.09,0.4175,0.6538,0.6825
S00337,8,1,1,78.79,60.35,34,5,0,0,61.3009,39.65,0.0935,0.6923,0.371
S00338,3,1,1,45.32,41.095,10,6,0,1,35.5987,58.905,0.371,0.7308,0.5283
S00339,2,1,0,59.53,29.08,14,3,2,1,37.8863,80.92,0.1738,0.3154,0.7122
S00340,8,0,1,81.34,37.93,16,2,0,0,45.8737,62.07,0.1289,0.3769,0.5935
S00341,6,0,1,65.09,98.36437061888236,30,3,0,0,49.6018,1.6356,0.0966,0.4154,0.3291
S00342,3,0,0,72.05,38.65,23,2,0,0,46.3102,61.35,0.0,0.0769,0.6641
S00343,5,1,1,54.63,35.48,0,4,0,0,29.5443,64.52,0.2418,0.6538,0.5912
S00344,5,1,1,84.88,47.96,31,1,1,0,54.2649,57.04,0.1781,0.5385,0.5036
S00345,8,0,1,46.64,31.81,10,3,2,0,30.3574,78.19,0.3527,0.4154,0.7027
S00346,3,0,0,91.78,55.87,27,3,0,0,58.4982,44.13,0.2738,0.1154,0.5429
S00347,8,1,1,64.87,99.72771348909694,18,6,2,0,48.1644,10.2723,0.0997,0.7308,0.2898
S00348,8,1,1,94.97,43.0,28,2,1,0,58.4443,62.0,0.3181,0.5769,0.4992
S00349,2,1,1,59.39,50.44,40,4,1,0,55.1771,54.56,0.1757,0.6538,0.4617
S00350,2,0,1,100.0,49.35,22,1,0,0,54.9739,50.65,0.3879,0.3385,0.5256
S00351,5,1,1,57.64,36.0,23,3,0,0,42.4693,64.0,0.2,0.6154,0.5535
S00352,1,1,1,45.09,20.85,15,8,1,1,42.3189,84.15,0.3742,0.8077,0.5866
S00353,3,1,0,72.65,40.94,32,6,0,0,59.5815,59.06,0.0083,0.4308,0.52
S00354,4,1,1,90.51,55.5,31,1,1,0,56.5169,49.5,0.2562,0.5385,0.4656
S00355,8,1,1,83.86,63.25,33,7,0,0,66.5818,36.75,0.1639,0.7692,0.3217
S00356,8,1,1,89.44,57.68,33,3,0,0,61.1215,42.32,0.2414,0.6154,0.4015
S00357,2,1,1,84.16,34.03,28,3,0,0,56.0434,65.97,0.1681,0.6154,0.5139
S00358,8,0,1,59.7,37.37,26,2,1,0,43.1499,67.63,0.1714,0.3769,0.6253
S00359,1,0,1,83.5,53.35,23,4,0,0,54.7364,46.65,0.1589,0.4538,0.4816
S00360,6,1,1,73.39,37.59,23,0,0,0,43.0001,62.41,0.0186,0.5,0.5741
S00361,7,1,0,61.35,29.02,11,1,1,0,32.9885,75.98,0.1485,0.2385,0.7288
S00362,8,0,1,72.05,32.4,16,3,0,0,44.0808,67.6,0.0,0.4154,0.6123
S00363,2,0,1,71.16,40.59,2,0,0,0,29.6504,59.41,0.0124,0.3,0.6589
S00364,8,1,0,93.24,44.2,34,3,0,0,63.2347,55.8,0.2941,0.3154,0.523
S00365,1,1,1,64.28,34.06,25,1,1,0,42.4656,70.94,0.1078,0.5385,0.6005
S00366,5,1,0,63.58,28.89,22,4,1,0,46.1752,76.11,0.1176,0.3538,0.6544
S00367,4,0,0,61.52,37.51,10,6,0,0,42.0787,62.49,0.1461,0.2308,0.645
S00368,3,1,1,100.0,47.69,36,0,0,0,61.3559,52.31,0.3879,0.5,0.4695
S00369,1,1,1,3.532500000000013,99.8776948802026,19,2,2,0,16.5303,10.1223,0.951,0.5769,0.4384
S00370,7,0,1,91.45,50.9,35,9,0,0,74.6504,49.1,0.2693,0.6462,0.3736
S00371,3,0,0,72.05,29.82,12,2,1,1,39.7848,75.18,0.0,0.0769,0.7422
S00372,6,1,1,79.6,38.95,22,3,0,0,50.6601,61.05,0.1048,0.6154,0.513
S00373,4,0,0,75.94,35.91,11,1,0,0,38.8245,64.09,0.054,0.0385,0.7108
S00374,3,1,1,90.5,28.49,23,0,0,0,49.8441,71.51,0.2561,0.5,0.5866
S00375,8,1,1,88.33,56.12,28,3,1,0,57.7114,48.88,0.226,0.6154,0.4397
S00376,1,1,1,73.23,99.06497187053664,24,5,0,0,53.1447,0.935,0.0164,0.6923,0.2447
S00377,6,0,0,63.94,29.25,22,4,0,0,46.3192,70.75,0.1126,0.1538,0.6824
S00378,6,1,1,96.37,27.09,27,2,0,0,58.4111,72.91,0.3375,0.5769,0.543
S00379,4,0,1,62.45,35.29,20,2,0,0,40.6906,64.71,0.1332,0.3769,0.6222
S00380,3,1,0,37.98,18.82,21,3,2,0,33.4189,91.18,0.4729,0.3154,0.7689
S00381,1,0,1,44.12,14.19,6,2,0,1,25.0535,85.81,0.3876,0.3769,0.7613
S00382,8,1,1,47.77,27.88,18,1,0,0,31.709,72.12,0.337,0.5385,0.6429
S00383,8,1,0,80.94,54.84,22,2,0,0,49.273,45.16,0.1234,0.2769,0.539
S00384,2,0,0,100.0,72.9,29,3,0,0,62.9726,27.1,0.3879,0.1154,0.4591
S00385,1,0,1,41.4,30.59,4,2,0,1,22.779,69.41,0.4254,0.3769,0.7037
S00386,1,1,1,60.26,27.78,10,3,0,0,35.8054,72.22,0.1636,0.6154,0.6097
S00387,1,0,1,73.34,96.54882117192724,19,0,0,0,40.6072,3.4512,0.0179,0.3,0.3967
S00388,7,0,1,95.18,72.38,39,0,1,0,61.2076,32.62,0.321,0.3,0.4413
S00389,8,0,1,60.18,30.8,12,2,2,0,35.0368,79.2,0.1647,0.3769,0.6999
S00390,2,1,1,80.86,22.82,18,6,0,0,54.5604,77.18,0.1223,0.7308,0.5351
S00391,6,1,1,68.25,30.28,23,4,0,0,48.6364,69.72,0.0527,0.6538,0.5452
S00392,2,0,1,100.0,34.74,33,0,0,0,59.5763,65.26,0.3879,0.3,0.5775
S00393,3,1,0,74.17,36.47,23,4,0,0,51.0044,63.53,0.0294,0.3538,0.5872
S00394,5,0,1,77.34,44.66,26,1,1,0,48.2828,60.34,0.0734,0.3385,0.5877
S00395,6,0,1,73.26,19.71,15,5,0,1,47.8177,80.29,0.0168,0.4923,0.6307
S00396,7,0,0,65.78,41.73,13,0,0,0,34.0239,58.27,0.087,0.0,0.714
S00397,1,0,0,86.25,53.84,35,2,0,0,59.1089,46.16,0.1971,0.0769,0.5585
S00398,2,0,1,54.61,11.03,15,4,2,0,38.4346,98.97,0.2421,0.4538,0.7479
S00399,3,1,0,41.97,26.97,16,2,1,1,30.1257,78.03,0.4175,0.2769,0.7375
S00400,3,0,1,69.75,25.57,31,1,0,0,48.2129,74.43,0.0319,0.3385,0.6443
S00401,8,1,1,84.23,71.52,34,1,0,0,55.7846,28.48,0.169,0.5385,0.384
S00402,7,0,1,63.29,16.5,22,1,0,0,40.2899,83.5,0.1216,0.3385,0.7084
S00403,3,0,1,74.8,31.49,22,2,0,0,46.817,68.51,0.0382,0.3769,0.616
S00404,8,0,1,53.69,28.99,24,2,0,0,39.5594,71.01,0.2548,0.3769,0.6514
S00405,4,1,1,87.94,52.3,32,4,0,0,61.8514,47.7,0.2205,0.6538,0.4109
S00406,5,1,0,81.78,42.06,27,4,0,0,56.4213,57.94,0.135,0.3538,0.5458
S00407,4,0,1,72.3,17.62,9,3,1,0,40.0282,87.38,0.0035,0.4154,0.7056
S00408,2,0,1,74.53,39.58,18,1,0,0,42.413,60.42,0.0344,0.3385,0.6086
S00409,8,0,1,51.1,22.04,15,1,2,0,31.2614,87.96,0.2908,0.3385,0.7578
S00410,1,1,1,51.77,16.62,4,3,3,1,28.8501,98.38,0.2815,0.6154,0.7387
S00411,2,0,0,70.17,95.63519028610676,28,3,0,0,50.4474,4.3648,0.0261,0.1154,0.412
S00412,2,1,1,79.71,39.77,24,9,0,0,63.429,60.23,0.1063,0.8462,0.4074
S00413,3,0,0,80.47,41.095,10,5,1,0,47.7356,63.905,0.1169,0.1923,0.6405
S00414,2,0,1,66.56,36.04,16,3,0,0,41.8848,63.96,0.0762,0.4154,0.6054
S00415,1,1,1,83.18,50.14,24,3,0,0,53.2785,49.86,0.1545,0.6154,0.4591
S00416,6,0,1,93.31,54.45,29,3,0,0,60.2966,45.55,0.2951,0.4154,0.4673
S00417,8,0,1,70.67,21.03,33,1,0,0,49.7673,78.97,0.0192,0.3385,0.6571
S00418,1,1,0,76.64,42.01,29,0,0,0,47.8594,57.99,0.0637,0.2,0.6145
S00419,3,0,1,68.88,28.55,10,1,0,0,35.4073,71.45,0.044,0.3385,0.6772
S00420,5,0,1,70.11,20.93,10,4,0,0,41.6685,79.07,0.0269,0.4538,0.657
S00421,8,0,1,74.54,27.39,21,1,0,0,44.1967,72.61,0.0346,0.3385,0.6511
S00422,6,0,1,97.55,66.5,33,2,0,0,62.4424,33.5,0.3539,0.3769,0.4212
S00423,7,1,1,85.73,52.97,35,7,0,0,68.5163,47.03,0.1899,0.7692,0.356
S00424,5,0,1,84.38,48.74,41,4,0,0,65.7663,51.26,0.1711,0.4538,0.4614
S00425,4,1,1,65.19,46.3,34,1,1,0,48.1686,58.7,0.0952,0.5385,0.5316
S00426,2,1,1,58.53,42.48,14,5,1,0,41.3325,62.52,0.1876,0.6923,0.5323
S00427,7,1,0,77.84,52.25,32,9,0,0,67.4267,47.75,0.0804,0.5462,0.4185
S00428,7,1,1,90.66,66.26,33,2,0,0,59.6864,33.74,0.2583,0.5769,0.3818
S00429,1,1,1,97.85,53.21,23,1,0,0,54.7071,46.79,0.3581,0.5385,0.4611
S00430,6,1,0,35.21,20.87,22,2,0,0,30.981,79.13,0.5113,0.2769,0.7389
S00431,1,0,0,100.0,54.67,34,5,1,0,69.7849,50.33,0.3879,0.1923,0.509
S00432,6,0,1,78.25,49.78,13,0,1,0,39.0119,55.22,0.0861,0.3,0.6093
S00433,7,1,0,85.63,61.61,21,3,1,0,52.4789,43.39,0.1885,0.3154,0.511
S00434,2,0,0,45.9,24.24,8,0,1,1,23.1058,80.76,0.3629,0.0,0.8422
S00435,4,1,1,68.45,26.02,23,6,1,0,52.5625,78.98,0.05,0.7308,0.5493
S00436,1,0,1,84.34,53.47,37,0,0,0,55.6852,46.53,0.1706,0.3,0.5162
S00437,5,1,1,54.38,28.84,16,3,0,0,37.0128,71.16,0.2452,0.6154,0.6012
S00438,8,0,1,72.05,19.71,3,0,1,1,30.5997,85.29,0.0,0.3,0.7591
S00439,1,1,0,77.03,31.28,8,3,1,0,41.327,73.72,0.0691,0.3154,0.6714
S00440,4,0,1,71.25,42.53,26,3,1,0,49.693,62.47,0.0111,0.4154,0.5721
S00441,8,0,1,93.62,95.33606415342656,57,8,1,0,86.6462,9.6639,0.2994,0.6077,0.1835
S00442,3,1,0,69.6,41.095,17,6,0,0,49.4632,58.905,0.034,0.4308,0.5548
S00443,2,1,1,70.7,46.96,31,0,0,0,46.6698,53.04,0.0187,0.5,0.5238
S00444,4,1,1,82.47,43.84,17,5,0,0,52.6881,56.16,0.1446,0.6923,0.4672
S00445,5,1,0,87.5,24.34,23,2,0,0,52.4902,75.66,0.2144,0.2769,0.6497
S00446,6,0,1,61.37,95.44420547408026,17,1,1,1,36.5558,9.5558,0.1482,0.3385,0.4257
S00447,3,1,1,86.17,31.23,23,6,0,0,59.6505,68.77,0.196,0.7308,0.4836
S00448,8,0,1,64.17,51.51,24,2,0,0,43.7514,48.49,0.1094,0.3769,0.5466
S00449,5,0,0,72.25,35.88,26,3,0,0,50.093,64.12,0.0028,0.1154,0.6523
S00450,3,0,1,72.05,45.23,34,3,0,0,54.7587,54.77,0.0,0.4154,0.5236
S00451,8,0,1,84.68,57.34,31,0,0,0,52.2618,42.66,0.1753,0.3,0.5127
S00452,8,1,1,76.77,18.24,23,6,1,0,55.8905,86.76,0.0655,0.7308,0.5687
S00453,4,1,0,55.79,17.52,14,1,0,1,32.5442,82.48,0.2257,0.2385,0.7564
S00454,1,0,1,43.95,38.33,16,3,3,1,32.8408,76.67,0.39,0.4154,0.6879
S00455,5,1,1,69.18,37.03,20,3,0,0,45.3056,62.97,0.0398,0.6154,0.5395
S00456,5,0,0,86.57,41.095,28,2,0,0,55.0843,58.905,0.2015,0.0769,0.6236
S00457,2,0,1,78.75,38.2,29,4,1,0,56.3957,66.8,0.093,0.4538,0.5564
S00458,6,1,1,75.63,29.22,25,2,0,0,48.9287,70.78,0.0497,0.5769,0.5676
S00459,7,0,1,71.89,96.42919628895731,25,4,0,0,51.2788,3.5708,0.0022,0.4538,0.3214
S00460,1,0,1,76.64,35.74,18,2,0,0,45.1801,64.26,0.0637,0.3769,0.6047
S00461,6,1,1,57.09,41.095,28,2,1,0,43.2923,63.905,0.2076,0.5769,0.5599
S00462,2,0,1,83.7,31.5,18,2,0,0,48.0041,68.5,0.1617,0.3769,0.6118
S00463,6,0,1,84.69,35.38,31,5,0,0,61.8812,64.62,0.1754,0.4923,0.5188
S00464,4,1,1,66.67,32.16,17,2,1,0,40.5989,72.84,0.0747,0.5769,0.605
S00465,1,0,0,78.56,48.14,33,4,0,0,58.6926,51.86,0.0904,0.1538,0.5636
S00466,8,1,1,72.05,41.095,20,5,0,1,50.2998,58.905,0.0,0.6923,0.4865
S00467,2,1,0,74.7,40.67,23,3,0,0,49.2933,59.33,0.0368,0.3154,0.5859
S00468,5,0,1,70.0,61.09,34,0,1,0,48.1695,43.91,0.0285,0.3,0.532
S00469,2,0,1,90.89,39.17,28,1,0,0,54.8892,60.83,0.2615,0.3385,0.5666
S00470,8,0,1,72.05,39.52,28,0,1,0,45.4302,65.48,0.0,0.3,0.6279
S00471,6,1,1,85.03,58.56,21,6,0,0,58.0081,41.44,0.1802,0.7308,0.38
S00472,7,0,1,66.13,98.81823618566948,24,1,1,0,42.6124,6.1818,0.0822,0.3385,0.391
S00473,4,1,1,37.71,19.96,3,3,0,1,22.6329,80.04,0.4766,0.6154,0.6871
S00474,4,0,0,68.62,19.85,21,2,2,0,43.7518,90.15,0.0476,0.0769,0.7882
S00475,6,1,1,74.95,49.35,23,4,0,0,51.3164,50.65,0.0402,0.6538,0.4595
S00476,7,0,1,74.26,53.16,30,2,1,0,51.3468,51.84,0.0307,0.3769,0.5334
S00477,7,0,1,74.49,42.36,18,6,0,0,52.0124,57.64,0.0339,0.5308,0.5158
S00478,1,0,0,64.4,43.55,44,3,0,0,57.6309,56.45,0.1062,0.1154,0.5952
S00479,6,1,1,67.14,24.7,10,3,1,0,38.5574,80.3,0.0681,0.6154,0.6324
S00480,1,1,1,55.1,40.37,22,1,0,0,37.0139,59.63,0.2353,0.5385,0.5743
S00481,3,0,1,42.05,28.05,14,5,0,1,34.7405,71.95,0.4164,0.4923,0.6431
S00482,7,0,1,72.05,52.27,26,1,0,0,46.1668,47.73,0.0,0.3385,0.5447
S00483,3,0,1,60.82,28.75,14,1,2,0,34.5562,81.25,0.1559,0.3385,0.7194
S00484,7,0,1,88.2,55.09,30,1,0,0,54.9997,44.91,0.2241,0.3385,0.5025
S00485,4,1,1,39.27,8.28,6,3,0,1,25.0366,91.72,0.455,0.6154,0.7254
S00486,2,1,0,72.05,65.65,39,1,0,0,53.8787,34.35,0.0,0.2385,0.4892
S00487,3,1,1,100.0,71.49,27,1,0,0,57.94,28.51,0.3879,0.5385,0.3766
S00488,5,0,1,69.26,37.55,20,0,1,0,39.5684,67.45,0.0387,0.3,0.6563
S00489,7,0,1,71.96,19.4,17,2,0,0,42.7149,80.6,0.0012,0.3769,0.6787
S00490,5,1,0,78.4,52.63,18,4,1,0,49.7303,52.37,0.0881,0.3538,0.547
S00491,8,0,1,79.57,59.61,14,5,0,0,49.7485,40.39,0.1044,0.4923,0.4644
S00492,7,1,1,65.87,36.03,26,4,0,0,49.464,63.97,0.0858,0.6538,0.5193
S00493,7,0,0,56.88,25.32,12,0,1,0,29.8706,79.68,0.2105,0.0,0.8142
S00494,5,0,1,81.79,41.095,20,2,1,0,48.4266,63.905,0.1352,0.3769,0.5919
S00495,3,1,1,43.38,16.55,4,0,3,0,19.7249,98.45,0.3979,0.5,0.7998
S00496,4,0,1,84.48,59.41,29,3,0,0,56.7646,40.59,0.1725,0.4154,0.4598
S00497,1,1,1,66.12,41.55,20,7,2,0,51.7739,68.45,0.0823,0.7692,0.5003
S00498,3,0,1,72.05,29.63,23,0,1,1,42.4641,75.37,0.0,0.3,0.6779
S00499,8,0,1,64.12,29.41,13,0,0,0,33.3599,70.59,0.1101,0.3,0.6906
S00500,4,0,1,93.46,57.4,34,1,0,0,59.4766,42.6,0.2972,0.3385,0.4776
S00501,1,0,1,75.74,32.98,22,6,0,0,54.8853,67.02,0.0512,0.5308,0.5433
S00502,6,0,0,67.17,41.76,21,0,1,0,39.3256,63.24,0.0677,0.0,0.7153
S00503,8,0,1,72.05,37.44,19,4,0,0,47.7835,62.56,0.0,0.4538,0.5695
S00504,7,1,0,69.78,43.08,8,3,1,0,38.427,61.92,0.0315,0.3154,0.6343
S00505,3,1,1,100.0,72.03,49,0,0,0,69.0678,27.97,0.3879,0.5,0.3451
S00506,4,0,0,52.24,99.90909672998016,20,2,0,0,36.6066,0.0909,0.2749,0.0769,0.453
S00507,5,0,0,88.24,50.72,30,3,0,0,58.8618,49.28,0.2247,0.1154,0.5623
S00508,2,0,1,80.52,38.55,28,0,1,0,48.8182,66.45,0.1176,0.3,0.6199
S00509,3,1,1,95.1,82.18,47,4,1,0,73.6137,22.82,0.3199,0.6538,0.2702
S00510,2,1,1,81.44,56.87,35,2,0,0,57.1849,43.13,0.1303,0.5769,0.4281
S00511,8,0,1,72.05,27.38,25,2,2,0,47.4967,82.62,0.0,0.3769,0.67
S00512,6,0,1,87.3,43.56,22,4,1,0,55.6632,61.44,0.2117,0.4538,0.5375
S00513,7,0,0,75.45,23.42,19,4,1,0,49.1435,81.58,0.0472,0.1538,0.7159
S00514,7,0,1,83.32,35.08,12,1,0,0,42.3697,64.92,0.1564,0.3385,0.6268
S00515,8,0,1,93.42,51.64,27,3,0,0,59.1542,48.36,0.2966,0.4154,0.4826
S00516,1,1,1,73.39,51.97,28,2,0,0,49.8123,48.03,0.0186,0.5769,0.4736
S00517,8,0,1,65.63,48.79,22,2,0,0,43.149,51.21,0.0891,0.3769,0.5596
S00518,1,0,1,62.34,23.24,24,1,0,0,41.0964,76.76,0.1348,0.3385,0.6786
S00519,4,0,1,78.76,43.76,21,0,0,0,43.9616,56.24,0.0931,0.3,0.5961
S00520,5,1,1,58.83,37.74,22,4,1,0,44.2752,67.26,0.1835,0.6538,0.5506
S00521,3,0,1,66.75,41.06,27,0,0,0,42.7169,58.94,0.0736,0.3,0.6113
S00522,2,0,1,57.49,96.75502039888792,0,3,0,0,28.7652,3.245,0.2021,0.4154,0.4085
S00523,2,0,1,79.63,37.71,28,8,0,0,63.8468,62.29,0.1052,0.6077,0.4738
S00524,7,1,1,60.72,39.93,35,4,1,0,52.743,65.07,0.1573,0.6538,0.5122
S00525,3,0,1,52.7,35.32,13,1,0,0,30.7149,64.68,0.2686,0.3385,0.6666
S00526,3,1,1,55.34,12.84,0,3,1,1,27.9052,92.16,0.2319,0.6154,0.7171
S00527,8,0,1,63.43,26.31,13,0,0,0,33.0839,73.69,0.1196,0.3,0.704
S00528,2,0,0,64.8,25.78,5,2,0,0,32.7323,74.22,0.1006,0.0769,0.7631
S00529,8,1,1,75.77,23.46,19,3,0,0,47.3484,76.54,0.0516,0.6154,0.5866
S00530,8,1,1,69.58,29.88,12,11,0,0,56.1045,70.12,0.0343,0.9231,0.4533
S00531,5,0,0,77.55,50.81,32,1,0,0,51.9261,49.19,0.0763,0.0385,0.6054
S00532,2,1,0,78.76,37.23,31,6,0,0,61.4323,62.77,0.0931,0.4308,0.5284
S00533,2,0,1,83.11,42.89,29,1,1,0,52.3705,62.11,0.1535,0.3385,0.5805
S00534,3,0,0,4.6329378367020055,97.37949873046789,22,3,0,1,20.6733,2.6205,0.9357,0.1154,0.5093
S00535,5,1,1,72.05,99.45473536313622,12,5,2,0,45.554,10.5453,0.0,0.6923,0.3097
S00536,2,1,1,80.32,28.48,26,7,0,0,61.0133,71.52,0.1148,0.7692,0.4802
S00537,4,0,1,75.17,44.93,41,3,0,0,60.1593,55.07,0.0433,0.4154,0.5059
S00538,1,1,1,86.65,65.85,32,5,0,0,63.2584,34.15,0.2026,0.6923,0.3421
S00539,5,0,1,48.84,40.19,22,5,1,0,42.2022,64.81,0.3221,0.4923,0.5885
S00540,1,0,0,64.87,43.38,14,3,1,0,40.0223,61.62,0.0997,0.1154,0.6776
S00541,6,1,1,67.55,49.12,17,0,0,0,37.1047,50.88,0.0625,0.5,0.5487
S00542,1,0,1,74.5,27.59,15,3,0,0,44.4675,72.41,0.034,0.4154,0.6302
S00543,2,1,1,72.54,59.71,36,4,0,0,58.0642,40.29,0.0068,0.6538,0.3945
S00544,2,1,1,79.04,16.62,22,4,0,0,52.3592,83.38,0.097,0.6538,0.5868
S00545,7,1,0,70.28,37.02,29,5,0,0,54.9308,62.98,0.0246,0.3923,0.5616
S00546,1,0,1,92.59,60.27,34,2,0,0,61.0516,39.73,0.2851,0.3769,0.451
S00547,4,1,1,97.37,50.35,19,2,0,0,54.0653,49.65,0.3514,0.5769,0.4651
S00548,5,1,1,55.23,37.29,26,3,0,0,43.285,62.71,0.2334,0.6154,0.5455
S00549,5,1,1,72.68,29.86,21,7,0,0,54.9912,70.14,0.0087,0.7692,0.4958
S00550,6,0,1,83.97,13.27,16,1,0,0,45.0026,86.73,0.1654,0.3385,0.7048
S00551,7,0,1,80.78,50.1,28,0,0,0,48.9222,49.9,0.1212,0.3,0.5534
S00552,4,0,1,65.88,43.4,14,2,1,0,38.5032,61.6,0.0856,0.3769,0.6174
S00553,7,0,1,75.82,42.35,22,3,0,0,49.1481,57.65,0.0523,0.4154,0.5547
S00554,3,0,1,48.25,99.81883669001138,10,0,2,0,25.2322,10.1812,0.3303,0.3,0.4774
