student_id,semester,hostel_resident,internet_access,attendance_percentage,avg_assignment_score,lms_login_frequency,library_visits_per_month,disciplinary_actions,dropout
S00465,1,0,0,78.56,48.14,33.0,4.0,0,0
S00466,8,1,1,,,20.0,5.0,0,1
S00467,2,1,0,74.7,40.67,23.0,3.0,0,0
S00468,5,0,1,70.0,61.09,34.0,0.0,1,0
S00469,2,0,1,90.89,39.17,28.0,1.0,0,0
S00470,8,0,1,,39.52,28.0,0.0,1,0
S00471,6,1,1,85.03,58.56,21.0,6.0,0,0
S00472,7,0,1,66.13,98.81823618566949,24.0,1.0,1,0
S00473,4,1,1,37.71,19.96,3.0,3.0,0,1
S00474,4,0,0,68.62,19.85,21.0,2.0,2,0
S00475,6,1,1,74.95,49.35,23.0,4.0,0,0
S00476,7,0,1,74.26,53.16,30.0,2.0,1,0
S00477,7,0,1,74.49,42.36,18.0,6.0,0,0
S00478,1,0,0,64.4,43.55,44.0,3.0,0,0
S00479,6,1,1,67.14,24.7,10.0,,1,0
S00480,1,1,1,55.1,40.37,,1.0,0,0
S00481,3,0,1,42.05,28.05,14.0,5.0,0,1
S00482,7,0,1,,52.27,26.0,1.0,0,0
S00483,3,0,1,60.82,28.75,14.0,1.0,2,0
S00484,7,0,1,88.2,55.09,30.0,1.0,0,0
S00485,4,1,1,39.27,8.28,6.0,3.0,0,1
S00486,2,1,0,,65.65,39.0,1.0,0,0
S00487,3,1,1,100.0,71.49,27.0,1.0,0,0
S00488,5,0,1,69.26,37.55,20.0,0.0,1,0
S00489,7,0,1,71.96,19.4,17.0,2.0,0,0
S00490,5,1,0,78.4,52.63,18.0,4.0,1,0
S00491,8,0,1,79.57,59.61,14.0,5.0,0,0
S00492,7,1,1,65.87,36.03,26.0,4.0,0,0
S00493,7,0,0,56.88,25.32,12.0,0.0,1,0
S00494,5,0,1,81.79,,20.0,2.0,1,0
S00495,3,1,1,43.38,16.55,4.0,0.0,3,0
S00496,4,0,1,84.48,59.41,29.0,3.0,0,0
S00497,1,1,1,66.12,41.55,20.0,7.0,2,0
S00498,3,0,1,72.05,29.63,23.0,0.0,1,1
S00499,8,0,1,64.12,29.41,13.0,0.0,0,0
S00500,4,0,1,93.46,57.4,34.0,1.0,0,0
S00501,1,0,1,75.74,32.98,,6.0,0,0
S00502,6,0,0,67.17,41.76,21.0,0.0,1,0
S00503,8,0,1,,37.44,19.0,4.0,0,0
S00504,7,1,0,69.78,43.08,8.0,3.0,1,0
S00505,3,1,1,100.0,72.03,49.0,0.0,0,0
S00506,4,0,0,52.24,99.90909672998016,20.0,2.0,0,0
S00507,5,0,0,88.24,50.72,30.0,3.0,0,0
S00508,2,0,1,80.52,38.55,28.0,0.0,1,0
S00509,3,1,1,95.1,82.18,47.0,4.0,1,0
S00510,2,1,1,81.44,56.87,35.0,2.0,0,0
S00511,8,0,1,72.05,27.38,25.0,2.0,2,0
S00512,6,0,1,87.3,43.56,,4.0,1,0
S00513,7,0,0,75.45,23.42,19.0,4.0,1,0
S00514,7,0,1,83.32,35.08,12.0,1.0,0,0
S00515,8,0,1,93.42,51.64,27.0,3.0,0,0
S00516,1,1,1,73.39,51.97,28.0,2.0,0,0
S00517,8,0,1,65.63,48.79,,2.0,0,0
S00518,1,0,1,62.34,23.24,24.0,1.0,0,0
S00519,4,0,1,78.76,43.76,21.0,0.0,0,0
S00520,5,1,1,58.83,37.74,,4.0,1,0
S00521,3,0,1,66.75,41.06,27.0,0.0,0,0
S00522,2,0,1,57.49,96.75502039888792,0.0,3.0,0,0
S00523,2,0,1,79.63,37.71,28.0,8.0,0,0
S00524,7,1,1,60.72,39.93,35.0,4.0,1,0
S00525,3,0,1,52.7,35.32,13.0,1.0,0,0
S00526,3,1,1,55.34,12.84,0.0,,1,1
S00527,8,0,1,63.43,26.31,13.0,0.0,0,0
S00528,2,0,0,64.8,25.78,5.0,2.0,0,0
S00529,8,1,1,75.77,23.46,19.0,3.0,0,0
S00530,8,1,1,69.58,29.88,12.0,11.0,0,0
S00531,5,0,0,77.55,50.81,32.0,1.0,0,0
S00532,2,1,0,78.76,37.23,31.0,6.0,0,0
S00533,2,0,1,83.11,42.89,29.0,1.0,1,0
S00534,3,0,0,4.6329378367020055,97.37949873046789,22.0,3.0,0,1
S00535,5,1,1,,99.45473536313622,12.0,5.0,2,0
S00536,2,1,1,80.32,28.48,26.0,7.0,0,0
S00537,4,0,1,75.17,44.93,41.0,3.0,0,0
S00538,1,1,1,86.65,65.85,32.0,5.0,0,0
S00539,5,0,1,48.84,40.19,,5.0,1,0
S00540,1,0,0,64.87,43.38,14.0,3.0,1,0
S00541,6,1,1,67.55,49.12,17.0,0.0,0,0
S00542,1,0,1,74.5,27.59,15.0,,0,0
S00543,2,1,1,72.54,59.71,36.0,4.0,0,0
S00544,2,1,1,79.04,16.62,,4.0,0,0
S00545,7,1,0,70.28,37.02,29.0,5.0,0,0
S00546,1,0,1,92.59,60.27,34.0,2.0,0,0
S00547,4,1,1,97.37,50.35,19.0,2.0,0,0
S00548,5,1,1,55.23,37.29,26.0,3.0,0,0
S00549,5,1,1,72.68,29.86,21.0,7.0,0,0
S00550,6,0,1,83.97,13.27,16.0,1.0,0,0
S00551,7,0,1,80.78,50.1,28.0,0.0,0,0
S00552,4,0,1,65.88,43.4,14.0,2.0,1,0
S00553,7,0,1,75.82,42.35,22.0,3.0,0,0
S00554,3,0,1,48.25,99.81883669001138,10.0,0.0,2,0
S00555,8,1,1,1.9912045348938174,97.3458106380112,,0.0,0,0
S00556,5,1,1,50.1,14.01,5.0,6.0,2,0
S00557,6,0,0,79.62,46.22,32.0,0.0,1,0
S00558,8,0,1,55.26,19.63,,4.0,1,0
S00559,7,1,1,,52.43,25.0,0.0,1,0
S00560,7,0,0,76.79,17.91,21.0,3.0,1,0
S00561,5,1,1,73.14,37.95,23.0,4.0,0,0
S00562,1,0,0,62.52,48.76,13.0,4.0,0,0
S00563,4,0,1,68.84,39.66,15.0,6.0,0,0
S00564,2,0,0,89.72,45.4,42.0,2.0,0,0
S00565,8,1,1,65.63,43.93,27.0,6.0,0,0
S00566,2,0,0,,45.87,,2.0,1,0
S00567,2,1,1,63.65,30.52,7.0,7.0,0,0
S00568,2,0,1,87.31,47.55,14.0,2.0,0,0
S00569,6,0,1,73.17,25.88,18.0,3.0,1,0
S00570,5,1,1,60.54,26.7,19.0,3.0,1,0
S00571,8,0,1,72.11,43.63,23.0,3.0,0,0
S00572,4,0,0,68.38,35.04,22.0,1.0,0,0
S00573,3,0,1,92.89,49.18,33.0,5.0,0,0
S00574,1,1,1,71.33,25.3,14.0,5.0,0,0
S00575,1,0,1,51.26,,27.0,3.0,0,0
S00576,3,0,1,79.48,44.72,24.0,2.0,0,0
S00577,8,1,0,98.79,66.22,34.0,2.0,0,0
S00578,5,1,1,89.95,26.07,24.0,5.0,0,0
S00579,8,1,1,55.46,41.01,19.0,3.0,1,0
S00580,1,1,1,67.97,34.79,38.0,0.0,0,0
S00581,1,1,1,71.54,32.84,14.0,1.0,0,0
S00582,7,0,1,71.72,98.27266007853608,13.0,0.0,0,0
S00583,1,0,1,77.71,59.83,18.0,2.0,0,0
S00584,1,1,1,66.84,53.86,18.0,3.0,0,0
S00585,4,1,0,58.27,29.09,13.0,4.0,1,0
S00586,8,1,1,86.28,48.21,19.0,8.0,0,0
S00587,6,1,1,55.15,24.04,16.0,7.0,0,0
S00588,1,0,1,,39.89,31.0,0.0,1,0
S00589,7,0,1,55.05,29.3,15.0,0.0,0,0
S00590,7,1,0,81.18,48.19,25.0,1.0,1,0
S00591,7,0,1,73.6,36.83,26.0,0.0,0,0
S00592,8,1,1,85.25,55.02,32.0,6.0,0,0
S00593,2,1,1,60.22,42.25,29.0,4.0,1,0
S00594,8,0,1,,19.56,18.0,1.0,0,0
S00595,3,1,1,65.34,35.05,20.0,1.0,0,0
S00596,7,1,1,69.26,29.4,14.0,1.0,0,1
S00597,5,1,1,75.14,64.93,29.0,2.0,1,0
S00598,7,0,1,46.76,35.0,7.0,4.0,3,0
S00599,6,1,1,79.18,50.51,18.0,3.0,1,0
S00600,6,0,1,58.59,27.96,19.0,2.0,0,0
S00601,5,0,1,62.29,58.85,31.0,0.0,0,0
S00602,7,0,1,89.61,49.91,35.0,1.0,1,0
S00603,6,1,1,39.25,13.6,10.0,1.0,1,1
S00604,2,1,1,76.84,61.4,16.0,3.0,1,0
S00605,7,0,1,76.78,55.39,,0.0,0,0
S00606,5,1,1,59.72,25.04,18.0,5.0,0,0
S00607,3,0,1,65.29,31.26,18.0,0.0,0,1
S00608,5,1,1,90.32,60.43,33.0,1.0,0,0
S00609,8,0,1,100.0,51.49,29.0,0.0,0,0
S00610,7,1,1,87.97,45.3,22.0,3.0,2,0
S00611,7,0,1,100.0,70.32,27.0,3.0,0,0
S00612,4,1,1,61.63,24.55,13.0,3.0,1,0
S00613,7,0,1,48.3,17.17,5.0,2.0,1,0
S00614,4,1,1,71.21,62.46,12.0,5.0,0,0
S00615,6,1,1,84.07,55.91,35.0,0.0,1,1
S00616,6,0,1,44.18,31.73,18.0,1.0,0,0
S00617,2,0,0,58.1,44.18,11.0,7.0,0,0
S00618,3,1,1,59.77,42.21,25.0,5.0,0,0
S00619,1,1,1,77.35,57.72,27.0,6.0,0,0
S00620,2,0,1,75.41,26.64,21.0,5.0,0,0
S00621,4,0,0,60.37,33.12,8.0,3.0,0,0
S00622,4,0,1,74.7,41.29,26.0,2.0,1,0
S00623,2,1,1,54.83,42.63,31.0,2.0,1,0
S00624,4,1,1,65.6,14.29,20.0,4.0,0,0
S00625,5,0,1,53.03,18.94,24.0,3.0,1,0
S00626,2,1,1,69.75,37.49,20.0,5.0,1,0
S00627,3,1,1,59.99,44.04,25.0,5.0,1,0
S00628,3,1,1,82.36,32.44,25.0,5.0,0,0
S00629,5,0,1,71.61,24.7,3.0,3.0,0,0
S00630,3,0,1,68.6,38.57,15.0,0.0,0,0
S00631,6,0,1,98.52,55.0,,0.0,0,0
S00632,3,0,1,77.75,58.0,33.0,0.0,0,0
S00633,4,0,1,66.48,,19.0,2.0,0,0
S00634,4,0,0,63.24,24.81,20.0,3.0,0,0
S00635,2,0,1,54.28,26.41,11.0,4.0,1,0
S00636,6,1,0,71.01,40.72,35.0,2.0,0,0
S00637,2,0,1,76.61,61.37,36.0,1.0,0,0
S00638,3,1,1,43.28,29.87,7.0,8.0,0,1
S00639,7,0,1,51.54,12.83,,0.0,1,1
S00640,8,1,1,64.26,,5.0,4.0,0,0
S00641,6,0,1,55.53,19.54,21.0,2.0,0,0
S00642,8,1,1,72.65,36.51,24.0,5.0,1,0
S00643,7,1,1,74.73,27.59,17.0,2.0,0,0
S00644,4,0,1,70.17,35.61,24.0,5.0,1,0
S00645,7,1,0,80.25,17.79,16.0,1.0,0,0
S00646,3,0,1,63.23,38.27,26.0,1.0,1,0
S00647,4,1,1,71.31,20.88,19.0,0.0,0,0
S00648,5,0,0,56.95,21.97,8.0,2.0,1,0
S00649,8,0,1,76.27,52.57,21.0,4.0,0,0
S00650,7,0,1,73.14,40.88,20.0,0.0,0,0
S00651,4,1,1,54.02,53.44,19.0,3.0,1,0
S00652,6,0,1,69.67,54.18,31.0,3.0,0,0
S00653,2,1,0,71.43,54.62,31.0,6.0,1,0
S00654,7,0,1,76.22,37.5,25.0,2.0,0,0
S00655,5,0,1,76.77,39.46,23.0,1.0,0,0
S00656,5,0,1,61.18,36.78,14.0,1.0,1,0
S00657,7,1,1,83.45,34.38,12.0,0.0,1,0
S00658,6,1,0,79.85,44.59,25.0,4.0,0,0
S00659,1,0,1,61.13,41.77,12.0,1.0,0,0
S00660,3,1,1,54.86,36.37,26.0,6.0,0,0
S00661,2,0,0,62.28,18.93,17.0,4.0,2,0
S00662,6,0,1,49.93,36.9,20.0,5.0,3,1
S00663,1,0,0,75.12,35.83,20.0,4.0,0,1
S00664,2,0,1,89.75,42.14,23.0,2.0,0,0
S00665,5,0,1,93.32,79.11,35.0,4.0,0,0
S00666,6,1,0,55.66,95.32982439109942,19.0,8.0,0,0
S00667,5,0,1,83.8,69.02,29.0,0.0,1,0
S00668,7,1,0,73.27,32.84,22.0,5.0,0,0
S00669,8,1,1,36.06,15.75,16.0,5.0,2,1
S00670,2,1,1,67.01,35.08,26.0,7.0,0,1
S00671,8,1,0,65.34,26.66,,6.0,1,0
S00672,5,1,1,90.16,46.58,,5.0,0,0
S00673,6,0,1,58.94,26.68,26.0,3.0,1,0
S00674,1,0,1,80.45,50.11,17.0,1.0,1,0
S00675,5,0,1,70.39,33.17,8.0,0.0,0,1
S00676,6,1,1,50.31,35.59,14.0,4.0,0,0
S00677,5,0,0,63.72,40.74,24.0,2.0,1,0
S00678,1,1,1,94.97,77.09,27.0,4.0,0,0
S00679,5,1,1,69.4,45.29,32.0,3.0,1,0
S00680,8,0,1,85.59,65.09,42.0,0.0,0,0
S00681,6,1,1,84.77,52.92,12.0,3.0,0,0
S00682,2,0,1,65.28,23.01,17.0,0.0,1,0
S00683,8,0,1,52.75,10.65,0.0,1.0,0,0
S00684,8,1,0,54.72,22.5,21.0,2.0,1,0
S00685,2,0,1,93.78,46.4,25.0,2.0,0,0
S00686,7,0,1,74.28,36.25,19.0,4.0,0,0
S00687,4,0,0,45.99,,22.0,0.0,1,1
S00688,5,0,1,84.51,99.45891517180141,16.0,1.0,0,0
S00689,4,1,1,45.2,2.19,0.0,6.0,1,1
S00690,7,1,0,59.61,8.49,0.0,2.0,1,0
S00691,8,0,1,73.22,40.08,33.0,0.0,0,0
S00692,7,0,1,100.0,50.83,41.0,0.0,0,0
S00693,8,0,1,84.24,30.7,24.0,1.0,0,0
S00694,8,1,0,64.76,27.6,10.0,5.0,0,0
S00695,1,1,0,72.42,45.85,29.0,8.0,0,0
S00696,3,0,1,85.8,58.13,49.0,7.0,0,0
S00697,6,0,0,93.33,45.8,28.0,5.0,0,0
S00698,5,1,1,68.29,32.98,11.0,5.0,0,0
S00699,1,1,1,68.72,25.77,31.0,7.0,1,0
S00700,1,0,1,59.55,35.41,9.0,1.0,0,0
S00701,5,1,0,81.98,44.36,23.0,3.0,0,0
S00702,5,0,0,87.39,42.12,7.0,4.0,0,0
S00703,2,0,1,42.92,22.95,10.0,2.0,1,1
S00704,2,1,0,66.05,15.43,10.0,2.0,0,1
S00705,2,0,1,53.8,30.19,,4.0,0,0
S00706,5,0,1,74.26,51.04,15.0,1.0,0,0
S00707,1,1,1,53.43,,22.0,5.0,1,0
S00708,5,1,0,52.2,25.92,14.0,3.0,2,1
S00709,4,0,1,88.85,58.33,29.0,0.0,0,0
S00710,4,1,1,69.52,51.12,26.0,4.0,1,0
S00711,6,1,0,71.1,53.46,22.0,1.0,0,0
S00712,5,1,1,78.48,49.48,20.0,2.0,0,0
S00713,6,1,1,86.56,60.04,21.0,3.0,1,0
S00714,7,1,1,65.72,39.02,24.0,7.0,0,0
S00715,8,0,1,66.06,95.20463718382261,5.0,8.0,0,0
S00716,7,0,1,66.12,33.5,34.0,0.0,1,0
S00717,5,1,1,88.22,57.83,29.0,2.0,1,0
S00718,4,1,0,70.98,40.03,19.0,4.0,0,0
S00719,2,0,1,67.63,44.77,23.0,,0,0
S00720,5,0,1,77.86,53.81,20.0,3.0,0,0
S00721,2,1,0,99.47,46.35,31.0,9.0,0,0
S00722,8,0,1,73.11,50.88,14.0,3.0,0,0
S00723,7,0,0,67.96,46.09,24.0,0.0,1,0
S00724,1,1,1,100.0,59.06,32.0,,0,0
S00725,7,1,0,91.95,40.39,31.0,2.0,0,0
S00726,1,1,1,89.77,50.49,41.0,5.0,0,0
S00727,6,1,1,64.49,,13.0,3.0,3,0
S00728,1,0,1,63.0,34.34,18.0,1.0,0,0
S00729,4,1,0,44.49,29.67,0.0,4.0,1,0
S00730,6,0,0,86.47,58.99,32.0,1.0,0,0
S00731,6,0,1,73.15,33.44,23.0,,1,0
S00732,4,1,1,,24.31,13.0,4.0,0,1
S00733,8,1,1,90.03,49.14,28.0,6.0,0,0
S00734,7,1,1,66.94,43.89,16.0,2.0,0,0
S00735,2,0,0,68.79,48.97,41.0,0.0,1,0
S00736,6,1,0,49.31,26.85,15.0,6.0,1,1
S00737,6,1,1,79.38,49.93,27.0,2.0,0,0
S00738,3,1,0,79.53,37.38,16.0,10.0,0,0
S00739,6,1,1,71.28,51.36,29.0,10.0,0,0
S00740,8,0,1,65.73,37.74,19.0,0.0,1,0
S00741,7,1,1,100.0,70.68,36.0,1.0,0,0
S00742,7,1,1,53.95,41.19,23.0,1.0,0,0
S00743,6,1,1,61.18,97.96889481855281,18.0,5.0,2,0
S00744,3,1,1,82.62,58.47,21.0,4.0,0,0
S00745,7,1,1,56.78,17.25,0.0,4.0,0,1
S00746,3,0,1,55.68,30.75,13.0,2.0,0,0
S00747,5,0,1,88.97,48.71,23.0,3.0,1,0
S00748,3,1,1,81.08,45.33,17.0,,0,0
S00749,3,1,1,,45.03,37.0,3.0,0,0
S00750,2,1,1,74.73,47.04,31.0,2.0,0,0
S00751,8,0,1,61.62,21.15,4.0,7.0,1,1
S00752,2,0,0,68.21,24.41,22.0,4.0,1,0
S00753,1,1,1,70.81,,15.0,3.0,0,0
S00754,8,1,1,84.69,51.85,30.0,5.0,0,0
S00755,5,0,1,78.39,30.35,18.0,4.0,0,0
S00756,4,1,1,58.08,26.47,13.0,3.0,0,0
S00757,6,0,1,83.84,56.19,34.0,2.0,0,0
S00758,4,0,1,46.82,35.68,20.0,0.0,3,1
S00759,2,0,1,67.19,51.22,33.0,2.0,1,0
S00760,6,0,1,54.87,19.56,15.0,3.0,0,1
S00761,2,0,1,59.14,49.38,6.0,0.0,1,0
S00762,5,1,0,100.0,44.91,,12.0,0,0
S00763,8,1,1,49.94,29.26,22.0,4.0,1,1
S00764,8,1,1,59.71,12.44,23.0,6.0,0,0
S00765,3,0,1,79.66,31.55,19.0,4.0,0,0
S00766,7,0,1,64.95,22.76,11.0,1.0,1,1
S00767,5,0,1,74.33,56.45,28.0,1.0,0,0
S00768,4,1,0,93.44,65.82,23.0,0.0,0,0
S00769,2,0,1,81.82,46.62,23.0,2.0,0,1
S00770,4,1,1,64.97,42.79,43.0,2.0,1,0
S00771,6,1,0,69.99,21.8,39.0,1.0,0,0
S00772,8,1,1,79.96,39.97,32.0,3.0,0,0
S00773,1,0,1,,24.86,21.0,1.0,0,1
S00774,6,0,1,72.31,30.76,,0.0,0,0
S00775,7,0,1,77.41,42.77,30.0,4.0,0,0
S00776,8,0,0,77.42,51.11,36.0,0.0,0,0
S00777,4,1,1,70.62,35.34,18.0,2.0,0,0
S00778,1,0,0,62.92,28.1,15.0,3.0,0,0
S00779,3,1,1,83.14,41.74,27.0,0.0,1,0
S00780,7,0,1,76.38,35.65,13.0,3.0,1,0
S00781,8,1,1,40.79,27.22,0.0,0.0,0,1
S00782,6,1,1,59.61,35.16,9.0,7.0,0,0
S00783,1,0,1,64.79,31.28,24.0,4.0,0,0
S00784,1,1,1,68.98,36.27,24.0,1.0,0,0
S00785,4,0,1,90.06,74.63,38.0,0.0,0,0
S00786,5,1,1,100.0,43.51,19.0,1.0,0,0
S00787,1,1,0,35.12,20.57,0.0,7.0,1,1
S00788,6,1,1,76.57,54.49,28.0,6.0,1,0
S00789,5,1,1,73.04,37.46,16.0,3.0,0,0
S00790,1,0,0,69.29,28.74,15.0,4.0,1,1
S00791,1,1,1,,29.81,33.0,5.0,0,0
S00792,4,1,0,74.25,45.26,19.0,4.0,0,0
S00793,6,0,0,1.820407267146832,95.86450279960201,17.0,3.0,2,1
S00794,7,0,1,72.44,,21.0,0.0,1,0
S00795,4,1,1,80.35,49.58,24.0,6.0,0,0
S00796,3,1,1,78.92,47.97,30.0,5.0,0,0
S00797,8,0,1,74.83,29.21,14.0,3.0,0,0
S00798,4,1,1,63.25,20.04,18.0,2.0,2,0
S00799,3,1,1,100.0,56.71,42.0,4.0,0,0
S00800,4,0,0,77.39,65.77,41.0,1.0,0,0
S00801,1,0,1,83.44,48.15,16.0,0.0,0,0
S00802,3,1,1,64.38,40.61,22.0,3.0,0,0
S00803,5,1,1,74.84,45.24,,3.0,1,0
S00804,8,1,0,74.72,,23.0,4.0,0,0
S00805,6,0,1,43.32,15.53,6.0,0.0,4,1
S00806,7,1,0,61.25,37.66,25.0,1.0,2,0
S00807,5,1,0,60.97,35.79,24.0,4.0,1,0
S00808,1,1,1,62.99,34.1,39.0,3.0,0,0
S00809,4,0,1,55.95,14.24,6.0,1.0,0,1
S00810,8,1,1,72.66,32.76,9.0,0.0,0,0
S00811,1,0,1,92.96,55.25,46.0,,0,0
S00812,8,0,1,73.96,95.00504166548345,23.0,4.0,0,0
S00813,6,1,1,54.28,25.76,12.0,6.0,3,0
S00814,3,1,0,56.54,45.61,,7.0,1,0
S00815,7,0,1,66.34,26.5,9.0,3.0,1,0
S00816,7,1,1,50.77,34.18,18.0,4.0,2,0
S00817,1,0,1,76.57,31.55,23.0,3.0,1,0
S00818,1,0,1,92.3,69.76,38.0,1.0,0,0
S00819,6,0,1,63.36,55.92,26.0,2.0,0,0
S00820,8,0,1,,40.35,,1.0,1,0
S00821,1,1,1,65.57,24.7,22.0,4.0,0,0
S00822,6,1,1,62.56,98.82670496206084,32.0,4.0,0,0
S00823,2,1,1,74.84,45.77,28.0,2.0,0,0
S00824,6,0,1,62.05,29.32,15.0,4.0,0,0
S00825,5,0,1,59.87,43.98,12.0,3.0,0,0
S00826,1,0,1,47.71,26.04,8.0,2.0,1,1
S00827,6,1,1,72.97,,27.0,2.0,0,0
S00828,8,0,0,88.01,53.32,18.0,2.0,0,0
S00829,7,0,1,82.61,25.64,27.0,3.0,0,0
S00830,1,1,1,94.38,49.48,24.0,10.0,0,0
S00831,2,1,0,61.88,30.08,9.0,1.0,0,0
S00832,2,0,1,84.76,47.86,18.0,0.0,0,0
S00833,4,0,0,55.46,24.79,16.0,2.0,1,0
S00834,2,1,1,82.64,47.55,32.0,2.0,0,0
S00835,7,0,1,96.66,46.48,26.0,0.0,0,0
S00836,7,0,1,79.48,41.37,9.0,9.0,0,0
S00837,7,1,1,4.940069749491851,95.25881682938746,,5.0,0,0
S00838,2,0,0,63.02,30.77,28.0,1.0,1,0
S00839,1,0,0,,49.74,29.0,5.0,0,0
S00840,8,0,1,58.26,,30.0,2.0,0,0
S00841,3,0,1,72.52,38.0,23.0,5.0,0,0
S00842,6,0,1,76.05,50.84,23.0,1.0,0,0
S00843,8,0,1,72.39,40.78,33.0,0.0,1,0
S00844,1,1,1,64.89,36.62,31.0,5.0,0,0
S00845,1,0,0,64.64,40.29,25.0,2.0,1,0
S00846,1,1,1,77.18,15.9,31.0,6.0,2,0
S00847,2,1,1,69.61,26.79,12.0,2.0,1,0
S00848,1,0,1,54.72,24.99,14.0,1.0,0,0
S00849,7,0,0,43.54,28.18,26.0,2.0,0,0
S00850,5,1,0,63.07,40.33,26.0,7.0,2,0
S00851,8,1,1,51.27,21.59,3.0,1.0,1,0
S00852,7,1,1,59.47,43.0,14.0,8.0,1,0
S00853,8,0,0,65.65,59.74,32.0,1.0,0,0
S00854,2,0,1,69.81,39.36,25.0,1.0,0,0
S00855,3,0,0,62.01,,20.0,4.0,0,1
S00856,7,1,0,100.0,69.48,34.0,3.0,0,0
S00857,2,1,1,53.08,26.13,15.0,4.0,0,0
S00858,1,0,1,90.14,42.18,25.0,0.0,0,0
S00859,6,1,1,69.56,43.41,15.0,6.0,1,0
S00860,7,0,0,62.14,99.14991197515246,27.0,3.0,2,0
S00861,8,1,1,80.81,54.32,27.0,3.0,0,0
S00862,8,0,0,65.21,31.99,26.0,4.0,2,0
S00863,1,1,1,59.9,32.14,22.0,0.0,0,0
S00864,7,1,0,98.85,69.48,43.0,4.0,0,0
S00865,7,1,1,39.08,0.53,14.0,4.0,0,1
S00866,6,0,1,68.33,36.65,28.0,0.0,0,0
S00867,7,1,1,74.85,52.55,25.0,5.0,0,0
S00868,7,1,1,93.12,45.74,22.0,0.0,0,0
S00869,4,0,1,66.02,46.13,18.0,0.0,1,0
S00870,1,0,0,100.0,51.11,,1.0,0,0
S00871,4,1,1,83.39,51.81,32.0,2.0,2,0
S00872,2,0,0,36.49,22.15,21.0,2.0,1,0
S00873,1,0,1,50.19,9.22,11.0,3.0,1,0
S00874,1,0,1,75.55,39.9,26.0,3.0,0,0
S00875,6,0,0,54.84,24.81,15.0,0.0,1,0
S00876,5,0,1,80.22,44.65,38.0,2.0,0,0
S00877,5,1,0,65.19,28.78,23.0,7.0,0,0
S00878,6,0,0,54.06,45.15,19.0,0.0,0,0
S00879,5,1,1,57.53,24.7,17.0,3.0,3,1
S00880,6,0,0,84.78,49.69,25.0,1.0,0,0
S00881,1,0,1,41.66,15.4,0.0,0.0,1,1
S00882,7,0,1,87.68,52.38,,0.0,0,0
S00883,4,1,1,88.12,95.32990695185707,30.0,0.0,0,0
S00884,2,1,0,67.03,52.77,21.0,5.0,0,0
S00885,7,0,1,50.93,23.07,16.0,3.0,0,0
S00886,6,0,1,80.34,54.24,33.0,2.0,0,0
S00887,1,0,0,64.7,48.2,,7.0,1,0
S00888,2,0,1,49.27,22.31,11.0,0.0,1,0
S00889,1,1,0,100.0,65.62,31.0,3.0,1,0
S00890,3,0,1,58.73,33.81,20.0,0.0,1,0
S00891,1,1,1,49.92,12.65,11.0,5.0,0,0
S00892,6,1,1,76.28,66.38,32.0,5.0,0,0
S00893,5,0,1,70.98,99.23387448410574,22.0,0.0,0,0
S00894,8,1,1,94.29,,32.0,2.0,0,0
S00895,6,0,1,66.29,28.81,14.0,4.0,2,0
S00896,5,1,0,66.45,97.91925869120895,59.0,1.0,0,0
S00897,5,0,1,77.03,54.68,36.0,0.0,0,0
S00898,1,1,1,74.99,55.44,13.0,1.0,0,0
S00899,1,0,1,75.45,53.77,27.0,4.0,0,0
S00900,5,0,1,76.08,43.64,23.0,0.0,0,0
S00901,1,1,1,74.47,54.92,26.0,4.0,0,0
S00902,1,0,1,65.75,35.49,24.0,0.0,1,0
S00903,2,0,0,84.49,39.5,9.0,1.0,1,0
S00904,8,1,0,66.6,35.25,27.0,1.0,0,0
S00905,4,0,0,84.07,62.36,36.0,3.0,0,0
S00906,6,1,1,92.82,53.55,40.0,1.0,0,0
S00907,4,1,1,61.84,16.98,11.0,5.0,0,0
S00908,2,1,1,100.0,42.66,32.0,8.0,0,0
S00909,3,0,1,61.31,20.34,14.0,4.0,1,0
S00910,1,0,1,61.42,30.83,3.0,0.0,0,0
S00911,7,1,0,80.1,40.36,20.0,3.0,0,0
S00912,2,0,1,78.62,39.64,16.0,1.0,0,0
S00913,4,0,1,73.08,45.59,25.0,1.0,1,0
S00914,8,0,1,84.27,45.75,14.0,4.0,1,0
S00915,5,0,0,75.79,35.01,16.0,1.0,0,0
S00916,4,1,1,100.0,52.93,28.0,5.0,0,0
S00917,5,1,0,71.2,37.82,28.0,5.0,0,0
S00918,7,1,1,59.18,47.24,40.0,3.0,0,1
S00919,3,1,1,63.72,35.38,22.0,0.0,1,0
S00920,6,0,0,79.07,31.23,17.0,4.0,0,0
S00921,7,0,1,79.29,42.55,20.0,3.0,0,0
S00922,5,0,1,75.1,51.2,29.0,,0,0
S00923,4,1,1,59.26,44.76,7.0,6.0,1,0
S00924,2,0,1,88.63,42.12,37.0,2.0,0,0
S00925,2,1,1,100.0,44.54,35.0,0.0,0,0
S00926,8,0,0,72.44,25.59,22.0,5.0,0,0
S00927,5,1,0,99.16,42.75,19.0,3.0,0,0
S00928,3,1,1,84.99,49.03,34.0,1.0,0,0
S00929,4,1,1,100.0,48.41,26.0,3.0,0,0
S00930,5,0,1,79.09,30.17,26.0,7.0,1,0
S00931,5,1,1,74.05,54.91,22.0,7.0,0,0
